0	student102	Z3.Three-FactorZCros2008	META-DETERMINE-DXO
1	student102	Z3.Three-FactorZCros2008	META-DETERMINE-DXO
1	student102	Z3.Three-FactorZCros2008	META-DETERMINE-DXO
0	student102	Z3.Three-FactorZCros2008	META-DETERMINE-DXO
1	student102	Z3.Three-FactorZCros2008	META-DETERMINE-DXO
1	student102	Z3.Three-FactorZCros2008	META-DETERMINE-DXO
1	student102	Z3.Three-FactorZCros2008	META-DETERMINE-DXO
1	student102	Z3.Three-FactorZCros2008	META-DETERMINE-DXO
0	student102	Z3.Three-FactorZCros2008	META-DETERMINE-MIDDLE-GENE
0	student102	Z3.Three-FactorZCros2008	META-DETERMINE-MIDDLE-GENE
1	student102	Z3.Three-FactorZCros2008	META-DETERMINE-MIDDLE-GENE
1	student102	Z3.Three-FactorZCros2008	META-DETERMINE-MIDDLE-GENE
0	student102	Z3.Three-FactorZCros2008	META-DETERMINE-MIDDLE-GENE
0	student102	Z3.Three-FactorZCros2008	META-DETERMINE-MIDDLE-GENE
0	student102	Z3.Three-FactorZCros2008	META-DETERMINE-MIDDLE-GENE
0	student102	Z3.Three-FactorZCros2008	META-DETERMINE-MIDDLE-GENE
